Day,Route,Time,Estimated Buses Required
19,210.0-G,5.5,28
19,210.0-G,6.0,30
19,210.0-G,6.5,30
19,210.0-G,7.0,85
19,210.0-G,7.5,88
19,210.0-G,8.0,90
19,210.0-G,8.5,87
19,210.0-G,9.0,87
19,210.0-G,9.5,85
19,210.0-G,10.0,45
19,210.0-G,10.5,48
19,210.0-G,11.0,48
19,210.0-G,11.5,47
19,210.0-G,12.0,46
19,210.0-G,12.5,46
19,210.0-G,13.0,47
19,210.0-G,13.5,48
19,210.0-G,14.0,48
19,210.0-G,14.5,48
19,210.0-G,15.0,47
19,210.0-G,15.5,44
19,210.0-G,16.0,78
19,210.0-G,16.5,84
19,210.0-G,17.0,82
19,210.0-G,17.5,77
19,210.0-G,18.0,78
19,210.0-G,18.5,83
19,210.0-G,19.0,77
19,210.0-G,19.5,78
19,210.0-G,20.0,41
19,210.0-G,20.5,41
19,210.0-G,21.0,41
19,210.0-G,21.5,39
19,210.0-G,22.0,41
19,210.0-G,22.5,40
19,210.0-N,5.0,30
19,210.0-N,5.5,32
19,210.0-N,6.0,31
19,210.0-N,6.5,32
19,210.0-N,7.0,94
19,210.0-N,7.5,94
19,210.0-N,8.0,89
19,210.0-N,8.5,92
19,210.0-N,9.0,91
19,210.0-N,9.5,91
19,210.0-N,10.0,52
19,210.0-N,10.5,49
19,210.0-N,11.0,52
19,210.0-N,11.5,50
19,210.0-N,12.0,51
19,210.0-N,12.5,50
19,210.0-N,13.0,50
19,210.0-N,13.5,50
19,210.0-N,14.0,48
19,210.0-N,14.5,51
19,210.0-N,15.0,49
19,210.0-N,15.5,47
19,210.0-N,16.0,88
19,210.0-N,16.5,84
19,210.0-N,17.0,91
19,210.0-N,17.5,91
19,210.0-N,18.0,90
19,210.0-N,18.5,86
19,210.0-N,19.0,83
19,210.0-N,19.5,91
19,210.0-N,20.0,43
19,210.0-N,20.5,45
19,210.0-N,21.0,45
19,210.0-N,21.5,45
19,210.0-N,22.0,43
19,210.0-N,22.5,43
19,215.0-C,5.0,39
19,215.0-C,5.5,37
19,215.0-C,6.0,36
19,215.0-C,6.5,38
19,215.0-C,7.0,117
19,215.0-C,7.5,115
19,215.0-C,8.0,113
19,215.0-C,8.5,108
19,215.0-C,9.0,114
19,215.0-C,9.5,118
19,215.0-C,10.0,58
19,215.0-C,10.5,60
19,215.0-C,11.0,62
19,215.0-C,11.5,61
19,215.0-C,12.0,61
19,215.0-C,12.5,61
19,215.0-C,13.0,59
19,215.0-C,13.5,59
19,215.0-C,14.0,62
19,215.0-C,14.5,62
19,215.0-C,15.0,62
19,215.0-C,15.5,62
19,215.0-C,16.0,105
19,215.0-C,16.5,105
19,215.0-C,17.0,108
19,215.0-C,17.5,107
19,215.0-C,18.0,107
19,215.0-C,18.5,108
19,215.0-C,19.0,109
19,215.0-C,19.5,103
19,215.0-C,20.0,52
19,215.0-C,20.5,50
19,215.0-C,21.0,53
19,215.0-C,21.5,50
19,215.0-C,22.0,52
19,215.0-C,22.5,53
19,215.0-K,5.0,43
19,215.0-K,5.5,44
19,215.0-K,6.0,41
19,215.0-K,6.5,41
19,215.0-K,7.0,135
19,215.0-K,7.5,129
19,215.0-K,8.0,126
19,215.0-K,8.5,131
19,215.0-K,9.0,134
19,215.0-K,9.5,127
19,215.0-K,10.0,70
19,215.0-K,10.5,67
19,215.0-K,11.0,66
19,215.0-K,11.5,70
19,215.0-K,12.0,70
19,215.0-K,12.5,71
19,215.0-K,13.0,71
19,215.0-K,13.5,73
19,215.0-K,14.0,70
19,215.0-K,14.5,68
19,215.0-K,15.0,72
19,215.0-K,15.5,68
19,215.0-K,16.0,121
19,215.0-K,16.5,117
19,215.0-K,17.0,116
19,215.0-K,17.5,127
19,215.0-K,18.0,126
19,215.0-K,18.5,124
19,215.0-K,19.0,121
19,215.0-K,19.5,118
19,215.0-K,20.0,59
19,215.0-K,20.5,59
19,215.0-K,21.0,61
19,215.0-K,21.5,62
19,215.0-K,22.0,62
19,215.0-K,22.5,60
19,225.0-C,5.0,31
19,225.0-C,5.5,30
19,225.0-C,6.0,30
19,225.0-C,6.5,30
19,225.0-C,7.0,88
19,225.0-C,7.5,86
19,225.0-C,8.0,87
19,225.0-C,8.5,91
19,225.0-C,9.0,84
19,225.0-C,9.5,85
19,225.0-C,10.0,45
19,225.0-C,10.5,45
19,225.0-C,11.0,49
19,225.0-C,11.5,48
19,225.0-C,12.0,47
19,225.0-C,12.5,45
19,225.0-C,13.0,47
19,225.0-C,13.5,47
19,225.0-C,14.0,46
19,225.0-C,14.5,47
19,225.0-C,15.0,47
19,225.0-C,15.5,48
19,225.0-C,16.0,84
19,225.0-C,16.5,79
19,225.0-C,17.0,82
19,225.0-C,17.5,84
19,225.0-C,18.0,83
19,225.0-C,18.5,86
19,225.0-C,19.0,84
19,225.0-C,19.5,80
19,225.0-C,20.0,40
19,225.0-C,20.5,42
19,225.0-C,21.0,39
19,225.0-C,21.5,42
19,225.0-C,22.0,43
19,225.0-C,22.5,42
19,238.0-W,5.0,33
19,238.0-W,5.5,33
19,238.0-W,6.0,33
19,238.0-W,6.5,33
19,238.0-W,7.0,103
19,238.0-W,7.5,98
19,238.0-W,8.0,104
19,238.0-W,8.5,103
19,238.0-W,9.0,96
19,238.0-W,9.5,95
19,238.0-W,10.0,51
19,238.0-W,10.5,50
19,238.0-W,11.0,51
19,238.0-W,11.5,54
19,238.0-W,12.0,51
19,238.0-W,12.5,52
19,238.0-W,13.0,55
19,238.0-W,13.5,50
19,238.0-W,14.0,54
19,238.0-W,14.5,52
19,238.0-W,15.0,51
19,238.0-W,15.5,54
19,238.0-W,16.0,94
19,238.0-W,16.5,96
19,238.0-W,17.0,95
19,238.0-W,17.5,95
19,238.0-W,18.0,90
19,238.0-W,18.5,89
19,238.0-W,19.0,95
19,238.0-W,19.5,95
19,238.0-W,20.0,48
19,238.0-W,20.5,46
19,238.0-W,21.0,46
19,238.0-W,21.5,47
19,238.0-W,22.0,45
19,238.0-W,22.5,48
19,241.0-H,5.0,62
19,241.0-H,5.5,60
19,241.0-H,6.0,62
19,241.0-H,6.5,62
19,241.0-H,7.0,173
19,241.0-H,7.5,187
19,241.0-H,8.0,180
19,241.0-H,8.5,186
19,241.0-H,9.0,177
19,241.0-H,9.5,187
19,241.0-H,10.0,95
19,241.0-H,10.5,91
19,241.0-H,11.0,100
19,241.0-H,11.5,92
19,241.0-H,12.0,94
19,241.0-H,12.5,100
19,241.0-H,13.0,100
19,241.0-H,13.5,97
19,241.0-H,14.0,97
19,241.0-H,14.5,96
19,241.0-H,15.0,94
19,241.0-H,15.5,94
19,241.0-H,16.0,171
19,241.0-H,16.5,172
19,241.0-H,17.0,173
19,241.0-H,17.5,173
19,241.0-H,18.0,161
19,241.0-H,18.5,168
19,241.0-H,19.0,161
19,241.0-H,19.5,169
19,241.0-H,20.0,84
19,241.0-H,20.5,87
19,241.0-H,21.0,83
19,241.0-H,21.5,81
19,241.0-H,22.0,81
19,241.0-H,22.5,86
19,242.0-B,5.0,40
19,242.0-B,5.5,38
19,242.0-B,6.0,38
19,242.0-B,6.5,40
19,242.0-B,7.0,113
19,242.0-B,7.5,122
19,242.0-B,8.0,121
19,242.0-B,8.5,114
19,242.0-B,9.0,114
19,242.0-B,9.5,124
19,242.0-B,10.0,62
19,242.0-B,10.5,62
19,242.0-B,11.0,65
19,242.0-B,11.5,66
19,242.0-B,12.0,66
19,242.0-B,12.5,65
19,242.0-B,13.0,62
19,242.0-B,13.5,61
19,242.0-B,14.0,65
19,242.0-B,14.5,64
19,242.0-B,15.0,63
19,242.0-B,15.5,66
19,242.0-B,16.0,106
19,242.0-B,16.5,111
19,242.0-B,17.0,105
19,242.0-B,17.5,110
19,242.0-B,18.0,106
19,242.0-B,18.5,106
19,242.0-B,19.0,106
19,242.0-B,19.5,112
19,242.0-B,20.0,57
19,242.0-B,20.5,56
19,242.0-B,21.0,58
19,242.0-B,21.5,55
19,242.0-B,22.0,54
19,242.0-B,22.5,57
19,248.0-G,5.0,29
19,248.0-G,5.5,31
19,248.0-G,6.0,28
19,248.0-G,6.5,31
19,248.0-G,7.0,84
19,248.0-G,7.5,92
19,248.0-G,8.0,89
19,248.0-G,8.5,93
19,248.0-G,9.0,85
19,248.0-G,9.5,89
19,248.0-G,10.0,49
19,248.0-G,10.5,47
19,248.0-G,11.0,48
19,248.0-G,11.5,48
19,248.0-G,12.0,47
19,248.0-G,12.5,48
19,248.0-G,13.0,48
19,248.0-G,13.5,49
19,248.0-G,14.0,45
19,248.0-G,14.5,46
19,248.0-G,15.0,49
19,248.0-G,15.5,49
19,248.0-G,16.0,82
19,248.0-G,16.5,84
19,248.0-G,17.0,81
19,248.0-G,17.5,80
19,248.0-G,18.0,82
19,248.0-G,18.5,81
19,248.0-G,19.0,83
19,248.0-G,19.5,79
19,248.0-G,20.0,43
19,248.0-G,20.5,43
19,248.0-G,21.0,42
19,248.0-G,21.5,41
19,248.0-G,22.0,41
19,248.0-G,22.5,43
19,25.0-A,5.0,35
19,25.0-A,5.5,33
19,25.0-A,6.0,35
19,25.0-A,6.5,35
19,25.0-A,7.0,107
19,25.0-A,7.5,104
19,25.0-A,8.0,103
19,25.0-A,8.5,101
19,25.0-A,9.0,106
19,25.0-A,9.5,106
19,25.0-A,10.0,52
19,25.0-A,10.5,52
19,25.0-A,11.0,54
19,25.0-A,11.5,56
19,25.0-A,12.0,57
19,25.0-A,12.5,52
19,25.0-A,13.0,55
19,25.0-A,13.5,54
19,25.0-A,14.0,57
19,25.0-A,14.5,56
19,25.0-A,15.0,56
19,25.0-A,15.5,54
19,25.0-A,16.0,94
19,25.0-A,16.5,93
19,25.0-A,17.0,91
19,25.0-A,17.5,99
19,25.0-A,18.0,98
19,25.0-A,18.5,100
19,25.0-A,19.0,100
19,25.0-A,19.5,96
19,25.0-A,20.0,49
19,25.0-A,20.5,50
19,25.0-A,21.0,49
19,25.0-A,21.5,46
19,25.0-A,22.0,47
19,25.0-A,22.5,46
19,251.0-B,5.0,36
19,251.0-B,5.5,35
19,251.0-B,6.0,34
19,251.0-B,6.5,35
19,251.0-B,7.0,105
19,251.0-B,7.5,102
19,251.0-B,8.0,100
19,251.0-B,8.5,105
19,251.0-B,9.0,104
19,251.0-B,9.5,106
19,251.0-B,10.0,55
19,251.0-B,10.5,57
19,251.0-B,11.0,55
19,251.0-B,11.5,56
19,251.0-B,12.0,57
19,251.0-B,12.5,55
19,251.0-B,13.0,53
19,251.0-B,13.5,53
19,251.0-B,14.0,57
19,251.0-B,14.5,56
19,251.0-B,15.0,56
19,251.0-B,15.5,54
19,251.0-B,16.0,93
19,251.0-B,16.5,92
19,251.0-B,17.0,95
19,251.0-B,17.5,97
19,251.0-B,18.0,96
19,251.0-B,18.5,96
19,251.0-B,19.0,101
19,251.0-B,19.5,95
19,251.0-B,20.0,48
19,251.0-B,20.5,50
19,251.0-B,21.0,48
19,251.0-B,21.5,49
19,251.0-B,22.0,50
19,251.0-B,22.5,50
19,252.0-A,5.0,38
19,252.0-A,5.5,41
19,252.0-A,6.0,39
19,252.0-A,6.5,38
19,252.0-A,7.0,117
19,252.0-A,7.5,123
19,252.0-A,8.0,117
19,252.0-A,8.5,115
19,252.0-A,9.0,119
19,252.0-A,9.5,114
19,252.0-A,10.0,60
19,252.0-A,10.5,60
19,252.0-A,11.0,60
19,252.0-A,11.5,60
19,252.0-A,12.0,60
19,252.0-A,12.5,63
19,252.0-A,13.0,60
19,252.0-A,13.5,61
19,252.0-A,14.0,65
19,252.0-A,14.5,62
19,252.0-A,15.0,63
19,252.0-A,15.5,60
19,252.0-A,16.0,106
19,252.0-A,16.5,104
19,252.0-A,17.0,106
19,252.0-A,17.5,107
19,252.0-A,18.0,106
19,252.0-A,18.5,105
19,252.0-A,19.0,105
19,252.0-A,19.5,109
19,252.0-A,20.0,53
19,252.0-A,20.5,54
19,252.0-A,21.0,55
19,252.0-A,21.5,56
19,252.0-A,22.0,52
19,252.0-A,22.5,56
19,252.0-E,5.0,35
19,252.0-E,5.5,34
19,252.0-E,6.0,36
19,252.0-E,6.5,36
19,252.0-E,7.0,100
19,252.0-E,7.5,103
19,252.0-E,8.0,108
19,252.0-E,8.5,108
19,252.0-E,9.0,102
19,252.0-E,9.5,102
19,252.0-E,10.0,55
19,252.0-E,10.5,56
19,252.0-E,11.0,57
19,252.0-E,11.5,55
19,252.0-E,12.0,56
19,252.0-E,12.5,57
19,252.0-E,13.0,53
19,252.0-E,13.5,55
19,252.0-E,14.0,57
19,252.0-E,14.5,58
19,252.0-E,15.0,56
19,252.0-E,15.5,56
19,252.0-E,16.0,94
19,252.0-E,16.5,97
19,252.0-E,17.0,98
19,252.0-E,17.5,95
19,252.0-E,18.0,96
19,252.0-E,18.5,97
19,252.0-E,19.0,93
19,252.0-E,19.5,96
19,252.0-E,20.0,48
19,252.0-E,20.5,48
19,252.0-E,21.0,47
19,252.0-E,21.5,51
19,252.0-E,22.0,49
19,252.0-E,22.5,50
19,252.0-F,5.0,33
19,252.0-F,5.5,32
19,252.0-F,6.0,31
19,252.0-F,6.5,33
19,252.0-F,7.0,98
19,252.0-F,7.5,100
19,252.0-F,8.0,97
19,252.0-F,8.5,94
19,252.0-F,9.0,95
19,252.0-F,9.5,96
19,252.0-F,10.0,53
19,252.0-F,10.5,52
19,252.0-F,11.0,51
19,252.0-F,11.5,55
19,252.0-F,12.0,53
19,252.0-F,12.5,51
19,252.0-F,13.0,50
19,252.0-F,13.5,50
19,252.0-F,14.0,51
19,252.0-F,14.5,50
19,252.0-F,15.0,50
19,252.0-F,15.5,51
19,252.0-F,16.0,88
19,252.0-F,16.5,95
19,252.0-F,17.0,87
19,252.0-F,17.5,91
19,252.0-F,18.0,90
19,252.0-F,18.5,95
19,252.0-F,19.0,87
19,252.0-F,19.5,90
19,252.0-F,20.0,48
19,252.0-F,20.5,47
19,252.0-F,21.0,47
19,252.0-F,21.5,44
19,252.0-F,22.0,44
19,252.0-F,22.5,46
19,255.0-C,5.0,33
19,255.0-C,5.5,32
19,255.0-C,6.0,32
19,255.0-C,6.5,31
19,255.0-C,7.0,97
19,255.0-C,7.5,92
19,255.0-C,8.0,93
19,255.0-C,8.5,94
19,255.0-C,9.0,95
19,255.0-C,9.5,92
19,255.0-C,10.0,48
19,255.0-C,10.5,51
19,255.0-C,11.0,49
19,255.0-C,11.5,51
19,255.0-C,12.0,49
19,255.0-C,12.5,50
19,255.0-C,13.0,51
19,255.0-C,13.5,48
19,255.0-C,14.0,50
19,255.0-C,14.5,49
19,255.0-C,15.0,48
19,255.0-C,15.5,53
19,255.0-C,16.0,87
19,255.0-C,16.5,91
19,255.0-C,17.0,86
19,255.0-C,17.5,90
19,255.0-C,18.0,90
19,255.0-C,18.5,89
19,255.0-C,19.0,88
19,255.0-C,19.5,87
19,255.0-C,20.0,43
19,255.0-C,20.5,46
19,255.0-C,21.0,46
19,255.0-C,21.5,46
19,255.0-C,22.0,42
19,255.0-C,22.5,45
19,258.0-C,5.0,41
19,258.0-C,5.5,38
19,258.0-C,6.0,37
19,258.0-C,6.5,40
19,258.0-C,7.0,118
19,258.0-C,7.5,121
19,258.0-C,8.0,113
19,258.0-C,8.5,120
19,258.0-C,9.0,114
19,258.0-C,9.5,113
19,258.0-C,10.0,60
19,258.0-C,10.5,64
19,258.0-C,11.0,63
19,258.0-C,11.5,63
19,258.0-C,12.0,62
19,258.0-C,12.5,65
19,258.0-C,13.0,62
19,258.0-C,13.5,64
19,258.0-C,14.0,62
19,258.0-C,14.5,62
19,258.0-C,15.0,62
19,258.0-C,15.5,61
19,258.0-C,16.0,112
19,258.0-C,16.5,109
19,258.0-C,17.0,106
19,258.0-C,17.5,114
19,258.0-C,18.0,108
19,258.0-C,18.5,110
19,258.0-C,19.0,114
19,258.0-C,19.5,111
19,258.0-C,20.0,53
19,258.0-C,20.5,57
19,258.0-C,21.0,55
19,258.0-C,21.5,54
19,258.0-C,22.0,53
19,258.0-C,22.5,56
19,265.0-A,5.0,30
19,265.0-A,5.5,30
19,265.0-A,6.0,31
19,265.0-A,6.5,31
19,265.0-A,7.0,87
19,265.0-A,7.5,88
19,265.0-A,8.0,88
19,265.0-A,8.5,92
19,265.0-A,9.0,86
19,265.0-A,9.5,91
19,265.0-A,10.0,49
19,265.0-A,10.5,50
19,265.0-A,11.0,47
19,265.0-A,11.5,50
19,265.0-A,12.0,46
19,265.0-A,12.5,50
19,265.0-A,13.0,46
19,265.0-A,13.5,48
19,265.0-A,14.0,49
19,265.0-A,14.5,46
19,265.0-A,15.0,47
19,265.0-A,15.5,49
19,265.0-A,16.0,86
19,265.0-A,16.5,85
19,265.0-A,17.0,86
19,265.0-A,17.5,84
19,265.0-A,18.0,82
19,265.0-A,18.5,83
19,265.0-A,19.0,81
19,265.0-A,19.5,87
19,265.0-A,20.0,42
19,265.0-A,20.5,42
19,265.0-A,21.0,42
19,265.0-A,21.5,44
19,265.0-A,22.0,41
19,265.0-A,22.5,42
19,271.0-K,5.0,37
19,271.0-K,5.5,37
19,271.0-K,6.0,35
19,271.0-K,6.5,38
19,271.0-K,7.0,114
19,271.0-K,7.5,110
19,271.0-K,8.0,112
19,271.0-K,8.5,114
19,271.0-K,9.0,112
19,271.0-K,9.5,106
19,271.0-K,10.0,59
19,271.0-K,10.5,59
19,271.0-K,11.0,58
19,271.0-K,11.5,60
19,271.0-K,12.0,61
19,271.0-K,12.5,61
19,271.0-K,13.0,58
19,271.0-K,13.5,56
19,271.0-K,14.0,61
19,271.0-K,14.5,60
19,271.0-K,15.0,56
19,271.0-K,15.5,61
19,271.0-K,16.0,106
19,271.0-K,16.5,102
19,271.0-K,17.0,103
19,271.0-K,17.5,101
19,271.0-K,18.0,98
19,271.0-K,18.5,101
19,271.0-K,19.0,105
19,271.0-K,19.5,97
19,271.0-K,20.0,50
19,271.0-K,20.5,51
19,271.0-K,21.0,51
19,271.0-K,21.5,53
19,271.0-K,22.0,50
19,271.0-K,22.5,50
19,271.0-Q,5.0,37
19,271.0-Q,5.5,36
19,271.0-Q,6.0,35
19,271.0-Q,6.5,36
19,271.0-Q,7.0,104
19,271.0-Q,7.5,105
19,271.0-Q,8.0,108
19,271.0-Q,8.5,107
19,271.0-Q,9.0,112
19,271.0-Q,9.5,107
19,271.0-Q,10.0,58
19,271.0-Q,10.5,58
19,271.0-Q,11.0,55
19,271.0-Q,11.5,59
19,271.0-Q,12.0,56
19,271.0-Q,12.5,60
19,271.0-Q,13.0,56
19,271.0-Q,13.5,57
19,271.0-Q,14.0,55
19,271.0-Q,14.5,60
19,271.0-Q,15.0,58
19,271.0-Q,15.5,58
19,271.0-Q,16.0,96
19,271.0-Q,16.5,103
19,271.0-Q,17.0,98
19,271.0-Q,17.5,105
19,271.0-Q,18.0,98
19,271.0-Q,18.5,98
19,271.0-Q,19.0,96
19,271.0-Q,19.5,101
19,271.0-Q,20.0,51
19,271.0-Q,20.5,48
19,271.0-Q,21.0,52
19,271.0-Q,21.5,50
19,271.0-Q,22.0,51
19,271.0-Q,22.5,50
19,285.0-B,5.0,33
19,285.0-B,5.5,33
19,285.0-B,6.0,32
19,285.0-B,6.5,32
19,285.0-B,7.0,103
19,285.0-B,7.5,103
19,285.0-B,8.0,98
19,285.0-B,8.5,97
19,285.0-B,9.0,100
19,285.0-B,9.5,98
19,285.0-B,10.0,50
19,285.0-B,10.5,51
19,285.0-B,11.0,54
19,285.0-B,11.5,54
19,285.0-B,12.0,50
19,285.0-B,12.5,51
19,285.0-B,13.0,51
19,285.0-B,13.5,54
19,285.0-B,14.0,50
19,285.0-B,14.5,51
19,285.0-B,15.0,54
19,285.0-B,15.5,51
19,285.0-B,16.0,94
19,285.0-B,16.5,90
19,285.0-B,17.0,89
19,285.0-B,17.5,90
19,285.0-B,18.0,94
19,285.0-B,18.5,96
19,285.0-B,19.0,95
19,285.0-B,19.5,91
19,285.0-B,20.0,47
19,285.0-B,20.5,45
19,285.0-B,21.0,45
19,285.0-B,21.5,48
19,285.0-B,22.0,44
19,285.0-B,22.5,44
19,290.0-C,5.0,32
19,290.0-C,5.5,31
19,290.0-C,6.0,32
19,290.0-C,6.5,33
19,290.0-C,7.0,98
19,290.0-C,7.5,103
19,290.0-C,8.0,102
19,290.0-C,8.5,97
19,290.0-C,9.0,97
19,290.0-C,9.5,98
19,290.0-C,10.0,53
19,290.0-C,10.5,52
19,290.0-C,11.0,53
19,290.0-C,11.5,52
19,290.0-C,12.0,53
19,290.0-C,12.5,52
19,290.0-C,13.0,52
19,290.0-C,13.5,55
19,290.0-C,14.0,54
19,290.0-C,14.5,51
19,290.0-C,15.0,55
19,290.0-C,15.5,53
19,290.0-C,16.0,96
19,290.0-C,16.5,95
19,290.0-C,17.0,92
19,290.0-C,17.5,88
19,290.0-C,18.0,90
19,290.0-C,18.5,93
19,290.0-C,19.0,94
19,290.0-C,19.5,90
19,290.0-C,20.0,45
19,290.0-C,20.5,48
19,290.0-C,21.0,48
19,290.0-C,21.5,46
19,290.0-C,22.0,45
19,290.0-C,22.5,45
19,290.0-E,5.0,31
19,290.0-E,5.5,34
19,290.0-E,6.0,32
19,290.0-E,6.5,33
19,290.0-E,7.0,97
19,290.0-E,7.5,100
19,290.0-E,8.0,100
19,290.0-E,8.5,102
19,290.0-E,9.0,96
19,290.0-E,9.5,94
19,290.0-E,10.0,51
19,290.0-E,10.5,55
19,290.0-E,11.0,55
19,290.0-E,11.5,53
19,290.0-E,12.0,53
19,290.0-E,12.5,54
19,290.0-E,13.0,51
19,290.0-E,13.5,55
19,290.0-E,14.0,52
19,290.0-E,14.5,52
19,290.0-E,15.0,53
19,290.0-E,15.5,50
19,290.0-E,16.0,89
19,290.0-E,16.5,95
19,290.0-E,17.0,89
19,290.0-E,17.5,93
19,290.0-E,18.0,90
19,290.0-E,18.5,91
19,290.0-E,19.0,90
19,290.0-E,19.5,91
19,290.0-E,20.0,47
19,290.0-E,20.5,45
19,290.0-E,21.0,47
19,290.0-E,21.5,46
19,290.0-E,22.0,47
19,290.0-E,22.5,48
19,305.0-D,5.0,60
19,305.0-D,5.5,57
19,305.0-D,6.0,56
19,305.0-D,6.5,57
19,305.0-D,7.0,177
19,305.0-D,7.5,168
19,305.0-D,8.0,175
19,305.0-D,8.5,177
19,305.0-D,9.0,173
19,305.0-D,9.5,180
19,305.0-D,10.0,90
19,305.0-D,10.5,90
19,305.0-D,11.0,96
19,305.0-D,11.5,94
19,305.0-D,12.0,95
19,305.0-D,12.5,93
19,305.0-D,13.0,91
19,305.0-D,13.5,97
19,305.0-D,14.0,96
19,305.0-D,14.5,95
19,305.0-D,15.0,91
19,305.0-D,15.5,94
19,305.0-D,16.0,162
19,305.0-D,16.5,157
19,305.0-D,17.0,171
19,305.0-D,17.5,158
19,305.0-D,18.0,171
19,305.0-D,18.5,163
19,305.0-D,19.0,159
19,305.0-D,19.5,164
19,305.0-D,20.0,85
19,305.0-D,20.5,84
19,305.0-D,21.0,84
19,305.0-D,21.5,83
19,305.0-D,22.0,83
19,305.0-D,22.5,85
19,314.0-N,5.0,40
19,314.0-N,5.5,41
19,314.0-N,6.0,40
19,314.0-N,6.5,43
19,314.0-N,7.0,128
19,314.0-N,7.5,117
19,314.0-N,8.0,126
19,314.0-N,8.5,128
19,314.0-N,9.0,119
19,314.0-N,9.5,124
19,314.0-N,10.0,68
19,314.0-N,10.5,63
19,314.0-N,11.0,67
19,314.0-N,11.5,64
19,314.0-N,12.0,68
19,314.0-N,12.5,69
19,314.0-N,13.0,69
19,314.0-N,13.5,65
19,314.0-N,14.0,68
19,314.0-N,14.5,68
19,314.0-N,15.0,64
19,314.0-N,15.5,68
19,314.0-N,16.0,109
19,314.0-N,16.5,116
19,314.0-N,17.0,112
19,314.0-N,17.5,110
19,314.0-N,18.0,110
19,314.0-N,18.5,117
19,314.0-N,19.0,113
19,314.0-N,19.5,117
19,314.0-N,20.0,55
19,314.0-N,20.5,56
19,314.0-N,21.0,58
19,314.0-N,21.5,59
19,314.0-N,22.0,56
19,314.0-N,22.5,58
19,335.0-E,5.0,33
19,335.0-E,5.5,32
19,335.0-E,6.0,31
19,335.0-E,6.5,30
19,335.0-E,7.0,100
19,335.0-E,7.5,91
19,335.0-E,8.0,100
19,335.0-E,8.5,96
19,335.0-E,9.0,100
19,335.0-E,9.5,99
19,335.0-E,10.0,54
19,335.0-E,10.5,50
19,335.0-E,11.0,53
19,335.0-E,11.5,51
19,335.0-E,12.0,51
19,335.0-E,12.5,52
19,335.0-E,13.0,53
19,335.0-E,13.5,54
19,335.0-E,14.0,53
19,335.0-E,14.5,51
19,335.0-E,15.0,51
19,335.0-E,15.5,52
19,335.0-E,16.0,87
19,335.0-E,16.5,86
19,335.0-E,17.0,88
19,335.0-E,17.5,88
19,335.0-E,18.0,88
19,335.0-E,18.5,87
19,335.0-E,19.0,85
19,335.0-E,19.5,85
19,335.0-E,20.0,47
19,335.0-E,20.5,44
19,335.0-E,21.0,44
19,335.0-E,21.5,46
19,335.0-E,22.0,44
19,335.0-E,22.5,47
19,335.0-EP,5.0,30
19,335.0-EP,5.5,28
19,335.0-EP,6.0,29
19,335.0-EP,6.5,31
19,335.0-EP,7.0,92
19,335.0-EP,7.5,88
19,335.0-EP,8.0,90
19,335.0-EP,8.5,86
19,335.0-EP,9.0,93
19,335.0-EP,9.5,86
19,335.0-EP,10.0,49
19,335.0-EP,10.5,48
19,335.0-EP,11.0,48
19,335.0-EP,11.5,47
19,335.0-EP,12.0,46
19,335.0-EP,12.5,46
19,335.0-EP,13.0,46
19,335.0-EP,13.5,46
19,335.0-EP,14.0,49
19,335.0-EP,14.5,46
19,335.0-EP,15.0,45
19,335.0-EP,15.5,49
19,335.0-EP,16.0,86
19,335.0-EP,16.5,86
19,335.0-EP,17.0,87
19,335.0-EP,17.5,80
19,335.0-EP,18.0,82
19,335.0-EP,18.5,85
19,335.0-EP,19.0,84
19,335.0-EP,19.5,80
19,335.0-EP,20.0,43
19,335.0-EP,20.5,40
19,335.0-EP,21.0,40
19,335.0-EP,21.5,41
19,335.0-EP,22.0,42
19,335.0-EP,22.5,42
19,335.0-N,5.0,36
19,335.0-N,5.5,39
19,335.0-N,6.0,37
19,335.0-N,6.5,36
19,335.0-N,7.0,117
19,335.0-N,7.5,118
19,335.0-N,8.0,117
19,335.0-N,8.5,116
19,335.0-N,9.0,114
19,335.0-N,9.5,113
19,335.0-N,10.0,58
19,335.0-N,10.5,59
19,335.0-N,11.0,59
19,335.0-N,11.5,59
19,335.0-N,12.0,61
19,335.0-N,12.5,60
19,335.0-N,13.0,57
19,335.0-N,13.5,58
19,335.0-N,14.0,61
19,335.0-N,14.5,57
19,335.0-N,15.0,62
19,335.0-N,15.5,60
19,335.0-N,16.0,105
19,335.0-N,16.5,106
19,335.0-N,17.0,108
19,335.0-N,17.5,103
19,335.0-N,18.0,107
19,335.0-N,18.5,106
19,335.0-N,19.0,103
19,335.0-N,19.5,109
19,335.0-N,20.0,54
19,335.0-N,20.5,53
19,335.0-N,21.0,54
19,335.0-N,21.5,54
19,335.0-N,22.0,54
19,335.0-N,22.5,54
19,340.0-H,5.0,38
19,340.0-H,5.5,38
19,340.0-H,6.0,37
19,340.0-H,6.5,38
19,340.0-H,7.0,107
19,340.0-H,7.5,115
19,340.0-H,8.0,115
19,340.0-H,8.5,106
19,340.0-H,9.0,115
19,340.0-H,9.5,107
19,340.0-H,10.0,58
19,340.0-H,10.5,61
19,340.0-H,11.0,57
19,340.0-H,11.5,61
19,340.0-H,12.0,61
19,340.0-H,12.5,59
19,340.0-H,13.0,56
19,340.0-H,13.5,58
19,340.0-H,14.0,60
19,340.0-H,14.5,62
19,340.0-H,15.0,60
19,340.0-H,15.5,58
